fin_year,month,state_name,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Number_of_Completed_Works,Number_of_Ongoing_Works,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks,percentage_active_job_cards,log_Total_Households_Worked
2024-2025,March,ASSAM,LAKHIMPUR,1892594.0,247.100885962707,33.0,94.0,26230.0,12788.0,125418.0,15250.0,460323.625,80851.0,7276.690538522,68923.0,110187.0,142958.0,295946.0,227.5,226391.0,436425.0,42569.0,5739.619843,1234531.0,90.0,44.71,8.3,99.92,Good,63.14650317371273,11.14075972726299
2024-2025,March,ASSAM,TINSUKIA,1526088.0,249.647563091047,30.0,71.0,10652.0,5215.0,27775.0,2920.0,166342.0,17753.0,5217.286413447,60549.0,74049.0,113897.0,182993.0,227.5,206230.0,294334.0,15867.0,4569.376738,1146527.0,72.0,68.61,7.8,100.04,Good,55.22814333511128,11.011224748981238
2024-2025,March,ASSAM,SONITPUR,2076845.0,246.859883999826,34.0,58.0,21223.0,7418.0,60224.0,5851.0,89422.0,9213.0,6570.062569553,65374.0,74360.0,127835.0,167289.0,227.5,233923.0,289556.0,28641.0,5547.52912,1339830.0,88.0,50.99,15.81,100.09,Good,54.64832444864336,11.087895201367225
2024-2025,,ASSAM,UDALGURI,2914693.0,249.866718442005,38.0,53.0,26230.0,10475.0,103743.0,12169.0,460323.625,111811.0,7483.440036125,65720.0,88271.0,145195.0,276359.0,227.5,234409.0,414268.0,49369.0,6289.859922,1515858.0,92.0,35.54,11.9,100.04,Good,61.94088110951371,11.09317378810361
2024-2025,,ASSAM,SONITPUR,2042795.0,247.888700927955,32.0,57.0,20238.0,7698.0,55453.0,5842.0,82571.0,9154.0,5653.730903553,62696.0,71258.0,126710.0,165990.0,137.0,232214.0,287673.0,27936.0,5004.23084,1202166.0,89.0,51.25,15.51,100.11,Good,54.56604683610807,11.046068878586361
2024-2025,,ASSAM,LAKHIMPUR,1863861.0,248.593375302569,31.0,89.0,26230.0,12647.0,104910.0,15121.0,460323.625,78972.0,6294.605366464,61780.0,97571.0,141579.0,293616.0,227.5,225862.0,435655.0,39039.0,4854.678103,1039671.0,90.0,47.66,7.92,99.93,Good,62.68385120117594,11.031351152809686
2024-2025,,ASSAM,GOLAGHAT,1580350.0,248.77228783128,30.0,95.0,26230.0,8583.0,94346.0,14140.0,306778.0,32152.0,4885.774433977,50553.0,68911.0,134745.0,246662.0,227.5,216747.0,379328.0,37797.0,3824.177363,818625.0,90.0,21.78,20.99,100.02,Good,62.166950407618096,10.830797350892716
2024-2025,,ASSAM,DIBRUGARH,1729079.0,250.153789160489,25.0,128.0,11438.0,4751.0,64071.0,7877.0,170841.0,25479.0,5421.960175476,68787.0,89582.0,133023.0,233595.0,227.5,207070.0,330648.0,16189.0,4447.584279,1088359.0,66.0,66.24,6.44,99.98,Good,64.24059496788526,11.13878459010409
2024-2025,,ASSAM,HAILAKANDI,2865398.0,258.251666787018,34.0,94.0,16094.0,4704.0,149327.375,15476.0,19274.0,2476.0,7253.469589833,72602.0,99318.0,124426.0,212834.0,50.0,169711.0,267881.0,20798.0,6437.439298,973354.0,84.0,60.76,4.25,99.98,Good,73.31640259028583,11.192761522273194
2024-2025,,ASSAM,Biswanath,2490368.0,247.908361550951,39.0,163.5,18176.0,9509.0,149327.375,12618.0,460323.625,34358.0,7975.177993601,63493.0,89586.0,101428.0,160697.0,227.5,144152.0,212385.0,27685.0,6177.732583,1419367.0,87.0,43.79,10.6,100.38,Good,70.36184027970475,11.058700692227516
2024-2025,,ASSAM,KAMRUP,2501623.0,250.790471553334,38.0,68.0,19778.0,7040.0,149327.375,21701.0,302749.0,41175.0,6417.530782715,61797.0,85020.0,163656.0,314821.0,227.5,357144.0,638896.0,26818.0,5933.67497,1262802.0,87.0,32.69,24.7,100.65,Good,45.82353336469323,11.031626280462559
2024-2025,,ASSAM,Morigaon,1739417.0,252.425928295043,31.0,55.0,26230.0,8984.0,149327.375,26297.0,265751.0,32427.0,5272.993149097,56669.0,81933.0,142773.0,249596.0,202.0,220694.0,355758.0,42845.0,4498.7147,934867.0,92.0,42.32,18.87,100.4,Good,64.69274198664213,10.945000249163664
2024-2025,,ASSAM,HOJAI,1161416.0,248.723128370461,30.0,163.5,22213.0,3502.0,149327.375,19216.0,47788.0,5419.0,3498.266989881,36855.0,50126.0,89912.0,149714.0,57.0,158000.0,244254.0,25715.0,2816.66258,595691.0,91.0,27.43,7.35,100.0,Good,56.906329113924045,10.514773706615753
2024-2025,,ASSAM,CHARAIDEO,495217.0,247.147971592567,26.0,60.0,2055.0,1931.0,6017.0,1238.0,11880.0,2038.0,1897.306306105,22042.0,27693.0,44569.0,75146.0,227.5,84999.0,130924.0,3986.0,1422.64304,329266.0,59.5,76.41,8.43,99.99,Good,52.43473452628854,10.000750370156338
2024-2025,,ASSAM,WEST KARBI ANGLONG,282886.0,243.052643645499,31.0,6.0,2966.0,5125.0,3355.0,1545.0,269464.0,40877.0,795.3484159,9800.0,12353.0,28781.0,55868.0,33.0,63653.0,114072.0,8091.0,752.70001,201708.0,91.0,51.18,3.61,99.53,Bad,45.215465099838184,9.19023970026918
2024-2025,,ASSAM,TAMULPUR,838603.0,246.527344548927,29.0,13.0,23011.0,7449.0,99117.0,15145.0,399421.0,47421.0,2681.476685499,28040.0,38846.0,60910.0,116651.0,14.0,116517.0,197130.0,30460.0,2073.22594,495753.0,92.0,33.51,3.73,100.63,Good,52.27563359853069,10.241423003850693
2024-2025,,ASSAM,BARPETA,1417130.0,249.349308082133,32.0,163.5,16765.0,5863.0,87122.0,8774.0,12147.0,2197.0,3954.457811084,40992.0,59463.0,165452.0,279325.0,207.0,257905.0,419202.0,22628.0,3317.784543,617315.0,88.0,36.62,0.97,100.03,Good,64.15230414299839,10.621156599402811
2024-2025,,ASSAM,LAKHIMPUR,1863861.0,247.777879825211,31.0,89.0,26230.0,12725.0,105124.0,15126.0,460323.625,79071.0,6314.947334864,62074.0,98087.0,141641.0,293703.0,227.5,225897.0,435682.0,39206.0,4874.207163,1047312.0,90.0,47.62,7.93,99.93,Good,62.701585235749036,11.036098610376367
2024-2025,,ASSAM,Morigaon,1739417.0,253.915345687938,31.0,55.0,26230.0,8929.0,149327.375,26326.0,260266.0,32448.0,5198.612581964,56262.0,81331.0,142706.0,249558.0,181.0,220605.0,355688.0,42515.0,4464.09331,921365.0,92.0,41.74,19.11,100.4,Good,64.6884703429206,10.937792404475719
2024-2025,,ASSAM,HAILAKANDI,2865398.0,257.930686901323,34.0,94.0,16329.0,4697.0,149327.375,15484.0,19274.0,2476.0,7255.122869833,72641.0,99369.0,124442.0,212895.0,50.0,169745.0,267985.0,21026.0,6439.092578,974905.0,84.0,60.44,4.23,99.98,Good,73.31114318536629,11.193298545935795
2024-2025,,ASSAM,CHARAIDEO,495217.0,247.830868924474,26.0,58.0,2055.0,1904.0,5791.0,1236.0,11692.0,2036.0,1880.548306105,21793.0,27350.0,44513.0,75040.0,227.5,84949.0,130831.0,3959.0,1405.88504,324386.0,59.5,76.36,8.32,99.99,Good,52.39967509917716,9.989389981536831
2024-2025,,ASSAM,TAMULPUR,838603.0,245.62479587674,29.0,13.0,22986.0,7392.0,97728.0,15149.0,394363.0,47387.0,2651.334796399,27796.0,38479.0,60887.0,116641.0,18.0,116582.0,197246.0,30378.0,2041.12486,489841.0,92.0,32.97,3.76,100.64,Good,52.22675884784959,10.232683380186565
2024-2025,,ASSAM,LAKHIMPUR,1878228.0,247.880252714684,32.0,92.0,26230.0,12596.0,111478.0,15166.0,460323.625,79897.0,6694.95564438,65265.0,103618.0,142292.0,295060.0,227.5,226078.0,436243.0,40204.0,5215.678143,1120544.0,90.0,47.57,8.41,99.89,Good,62.93933951998868,11.086226505853672
2024-2025,,ASSAM,NAGAON,3301707.0,249.921780726639,35.0,163.5,25717.0,9520.0,149327.375,18702.0,100657.0,11639.0,8405.946894008124,102912.25,139020.75,220387.0,356119.0,227.5,377894.0,552167.0,35237.0,7185.215666187501,1536031.75,85.0,31.2,22.8,100.25,Good,58.319793381212726,11.541641679324568
2024-2025,,ASSAM,SIVASAGAR,1357218.0,250.633354604779,31.0,120.0,7372.0,5871.0,71858.0,8551.0,224529.0,14530.0,3707.290087109,41335.0,58835.0,84762.0,163066.0,227.5,125893.0,222711.0,13243.0,3248.07544,706021.0,77.0,45.69,17.78,100.0,Good,67.32860444981056,10.62948906996702
2024-2025,,ASSAM,CACHAR,1463489.0,249.221077528197,31.0,53.0,26230.0,8611.0,145675.0,13352.0,29785.0,3084.0,4466.934671501,53808.0,58759.0,145344.0,185474.0,33.0,343794.0,416751.0,60268.0,4209.1471148,744588.0,92.0,27.05,11.76,100.65,Good,42.27647951971238,10.893196018404446
2024-2025,,ASSAM,BAKSA,2342176.0,249.129249465864,38.0,110.0,25993.0,10164.0,99041.0,7281.0,460323.625,75240.0,6163.472813735,56969.0,71157.0,99347.0,164976.0,227.5,154200.0,244550.0,36157.0,5502.535172,1423180.0,92.0,32.9,0.87,100.32,Good,64.42736705577173,10.950280092474442
2024-2025,,ASSAM,Biswanath,2510135.0,245.783201714989,40.0,163.5,19385.0,9735.0,149327.375,12517.0,460323.625,34634.0,8287.881743601,65507.0,92240.0,102054.0,161532.0,227.5,144765.0,213111.0,29120.0,6490.436333,1505494.0,87.0,43.54,10.27,100.33,Good,70.4963216247021,11.089927551569758
2024-2025,,ASSAM,MAJULI,688187.0,248.029214283667,40.0,24.0,8678.0,3725.0,88268.0,5201.0,385817.0,22393.0,2146.37036641,18094.0,27594.0,27257.0,45197.0,227.5,32070.0,51192.0,12403.0,1817.233164,345342.0,89.0,18.11,7.12,100.0,Good,84.99220455254132,9.803390935997843
2024-2025,,ASSAM,GOALPARA,1515940.0,244.933373716591,33.0,69.0,23436.0,4895.0,38585.0,6882.0,349917.0,49232.0,4782.761704971,44079.0,64355.0,112243.0,224989.0,199.0,219218.0,391238.0,28331.0,3618.91509,771612.0,89.0,62.84,3.2,99.98,Good,51.20154366885931,10.693761443826796
2024-2025,,ASSAM,SONITPUR,2059820.0,248.155578417096,32.0,57.0,20539.0,7658.0,56537.0,5846.0,83569.0,9166.0,6140.772375053,63360.0,72013.0,126984.0,166212.0,176.0,232702.0,288117.0,28197.0,5137.89995,1234524.0,89.0,51.35,15.45,100.09,Good,54.56936339180582,11.056603809192042
2024-2025,,ASSAM,DHEMAJI,3301707.0,248.073451269248,44.0,163.5,26230.0,22516.0,149327.375,15108.0,460323.625,113522.125,8405.946894008124,87301.0,137800.0,132841.0,292617.0,227.5,194856.0,399803.0,61619.25,7185.215666187501,1536031.75,92.0,39.98,1.4,100.21,Good,68.1739335714579,11.37712865107272
2024-2025,,ASSAM,Morigaon,1753223.0,252.590897371348,31.0,55.0,26230.0,8851.0,149327.375,26264.0,269606.0,32303.0,5376.08841983,57308.0,82874.0,142818.0,249566.0,209.0,220562.0,355465.0,43271.0,4565.30262,948666.0,92.0,42.45,18.73,100.35,Good,64.75186115468667,10.956212958431761
2024-2025,,ASSAM,GOLAGHAT,1592906.0,246.666755786525,30.0,100.0,26230.0,7754.0,98710.0,14204.0,325107.0,32201.0,5978.834538692,54273.0,73745.0,135503.0,248137.0,227.5,216955.0,379870.0,37770.0,4067.756803,879572.0,90.0,22.81,21.86,99.95,Good,62.45673065843147,10.901800569887673
2024-2025,,ASSAM,Dima Hasao,340792.0,245.020401762451,37.0,11.0,1455.0,5165.0,4229.0,596.0,384069.0,44070.0,1131.279853771,10757.0,14436.0,22625.0,47838.0,25.0,35206.0,71426.0,6620.0,1001.518442,178896.0,84.0,41.06,3.12,100.27,Good,64.26461398625234,9.283404942833188
2024-2025,,ASSAM,HAILAKANDI,2889272.0,257.865551562486,34.0,95.0,17322.0,4606.0,149327.375,15507.0,19328.0,2480.0,8267.401811172,72872.0,99718.0,124167.0,212268.0,50.0,168860.0,266705.0,21928.0,6476.484148,981096.0,84.0,59.58,4.16,99.96,Good,73.53251214023452,11.196473479022334
2024-2025,,ASSAM,HOJAI,1170744.0,248.509339894687,30.0,163.5,22242.0,3523.0,149327.375,19241.0,48350.0,5422.0,3550.556108881,37113.0,50506.0,89965.0,149883.0,58.0,158193.0,244585.0,25765.0,2848.17797,603044.0,90.0,27.59,7.31,99.95,Good,56.8704051380276,10.521749535904284
2024-2025,,ASSAM,BAJALI,392101.0,247.839316349758,31.0,35.0,8427.0,1346.0,7606.0,1973.0,5170.0,1779.0,1288.27826591,10504.0,15449.0,39862.0,76220.0,55.0,62945.0,112078.0,9773.0,828.5838376,173400.0,90.0,29.49,0.46,100.05,Good,63.32830248629756,9.2596066132791
2024-2025,,ASSAM,KOKRAJHAR,3301707.0,248.210004608668,40.0,163.5,25784.0,14403.0,48358.0,5664.0,460323.625,113522.125,8405.946894008124,87426.0,129833.0,149864.0,305126.0,227.5,246234.0,488000.0,40187.0,7185.215666187501,1536031.75,87.0,59.75,4.6,100.65,Good,60.862431670687236,11.378559438421409
2024-2025,,ASSAM,NALBARI,1710051.0,249.912917129499,31.0,36.0,26215.0,4974.0,56949.0,7299.0,31901.0,4365.0,4706.200451123,51899.0,71307.0,118091.0,206205.0,153.0,176689.0,291439.0,31189.0,4038.48028,856406.0,83.0,36.41,19.88,99.99,Good,66.83551324643867,10.85707406915398
2024-2025,,ASSAM,Morigaon,1753223.0,251.358098232789,31.0,56.0,26230.0,8811.0,149327.375,26266.0,282492.0,32305.0,5535.09895983,59020.0,85491.0,142810.0,249443.0,227.5,219968.0,354524.0,44358.0,4724.31316,987497.0,92.0,42.61,18.63,100.36,Good,64.92307972068664,10.985648591762406
2024-2025,,ASSAM,GOLAGHAT,1592906.0,247.333639771058,30.0,100.0,26230.0,7049.0,100183.0,14216.0,329891.0,32216.0,6446.688952508,55377.0,75330.0,135796.0,248759.0,227.5,217186.0,380402.0,38402.0,4199.472923,906224.0,90.0,24.28,21.33,100.03,Good,62.525208807197515,10.921937681952201
2024-2025,,ASSAM,SIVASAGAR,1357218.0,250.10866719276,31.0,120.0,7477.0,5805.0,72394.0,8459.0,226633.0,14530.0,3739.527377109,41658.0,59301.0,84753.0,162488.0,227.5,125834.0,221951.0,13282.0,3280.31273,714718.0,77.0,45.74,17.76,100.0,Good,67.35302064624823,10.637272710686252
2024-2025,,ASSAM,KARBI ANGLONG,2063306.0,248.361086087,42.0,43.0,14173.0,14366.0,78499.0,8429.0,460323.625,113522.125,5651.665872993,50760.0,63432.0,91901.0,161287.0,227.5,148649.0,244906.0,28539.0,5306.497867,1351995.0,79.0,37.04,29.41,100.16,Good,61.82416296106936,10.834883622185886
2024-2025,,ASSAM,Sribhumi,1864621.0,247.770232637194,32.0,48.0,26230.0,8434.0,149327.375,22910.0,22021.0,1802.0,7075.22967718599,63521.0,75592.0,135317.0,180555.0,227.5,219687.0,275350.0,46472.0,5087.530607,962433.0,95.0,61.26,5.54,100.01,Good,61.59536067222913,11.059141581571435
2024-2025,,ASSAM,KAMRUP (METRO),204742.0,249.912668976738,36.0,0.0,3599.0,1624.0,70634.0,8478.0,44247.0,10058.0,643.956096844,5782.0,7075.0,16892.0,35049.0,12.0,51314.0,95106.0,5223.0,532.98625,124193.0,92.0,21.98,2.89,100.65,Good,32.91889153057645,8.662677858158219
2024-2025,,ASSAM,KOKRAJHAR,3301707.0,248.5523410375,40.0,163.5,25516.0,14511.0,48082.0,5666.0,460323.625,113522.125,8405.946894008124,87229.0,129486.0,149856.0,305184.0,227.5,246115.0,487936.0,40027.0,7185.215666187501,1536031.75,87.0,59.85,4.62,100.65,Good,60.88860898360523,11.376303587427264
2024-2025,,ASSAM,DARRANG,2600277.0,253.140131763269,39.0,75.0,10312.0,3039.0,57729.0,7381.0,7912.0,1056.0,8405.946894008124,63639.0,98646.0,144097.0,271934.0,227.5,220902.0,383653.0,13351.0,6351.784592,1250701.0,72.0,41.42,36.13,99.95,Good,65.23118849082398,11.060997482451723
2024-2025,,ASSAM,NAGAON,3301707.0,250.00945678556,35.0,163.5,26230.0,9406.0,149327.375,18693.0,100798.0,11631.0,8405.946894008124,102912.25,139020.75,220409.0,356133.0,227.5,377988.0,552291.0,35654.0,7185.215666187501,1536031.75,85.0,31.22,22.77,100.25,Good,58.31111040562135,11.541641679324568
2024-2025,,ASSAM,Sribhumi,1864621.0,246.203389673106,32.0,48.0,26230.0,8427.0,149327.375,22880.0,21931.0,1802.0,6945.28991718599,62903.0,74783.0,135371.0,180596.0,227.5,219736.0,275393.0,44440.0,4957.590847,944299.0,95.0,61.39,5.44,100.01,Good,61.60620016747369,11.049365033671352
2024-2025,,ASSAM,Biswanath,2510135.0,245.24031589484,40.0,163.5,19525.0,9636.0,149327.375,12519.0,460323.625,34642.0,8289.937533601,65558.0,92331.0,102057.0,161547.0,227.5,144785.0,213154.0,29161.0,6492.492123,1509300.0,87.0,43.51,10.27,100.33,Good,70.4886555927755,11.090705779538261
2024-2025,,ASSAM,GOALPARA,1515940.0,245.538691494511,33.0,75.0,24376.0,4743.0,39376.0,6887.0,370294.0,49563.0,4916.849424671,44929.0,65824.0,112560.0,225778.0,203.0,219276.0,391503.0,29119.0,3738.8152,796216.0,90.0,63.52,3.33,99.99,Good,51.332567175614294,10.712861002064205
2024-2025,,ASSAM,SONITPUR,2059820.0,247.895062514083,33.0,58.0,20751.0,7611.0,57293.0,5837.0,85442.0,9179.0,6281.086789553,63900.0,72643.0,127157.0,166420.0,206.0,233298.0,288743.0,28362.0,5258.55334,1265914.0,89.0,50.86,15.47,100.09,Good,54.50411062246568,11.065090289695444
2024-2025,,ASSAM,GOLAGHAT,1592906.0,246.908820908667,30.0,102.0,26230.0,6963.0,101942.0,14232.0,336138.0,32238.0,6548.474808408,56434.0,76776.0,136048.0,249258.0,227.5,217318.0,380677.0,38633.0,4297.786293,929741.0,90.0,25.9,21.76,100.07,Good,62.60318979559908,10.940844812389727
2024-2025,,ASSAM,SOUTH SALMARA-MANKACHAR,795047.0,248.637648893182,24.0,36.0,26230.0,1822.0,10475.0,1004.0,1978.0,701.0,2198.165681279,26342.0,29563.0,78566.0,101791.0,0.0,140013.0,171898.0,30682.0,1601.022576,306863.0,96.0,15.15,4.89,99.81,Good,56.11336090220193,10.178957864028105
2024-2025,,ASSAM,NALBARI,1710051.0,249.339264818601,31.0,36.0,26230.0,4841.0,57990.0,7292.0,32175.0,4364.0,5048.381525963,52233.0,71861.0,118020.0,206075.0,158.0,176017.0,290598.0,31451.0,4089.03678,868973.0,83.0,36.85,19.34,99.99,Good,67.05034172835579,10.863488902836416
2024-2025,,ASSAM,GOLAGHAT,1592906.0,245.859854904341,31.0,107.0,26230.0,6560.0,104615.0,14262.0,338353.0,32257.0,6656.657874508,57379.0,78014.0,136309.0,249814.0,227.5,217401.0,380923.0,38846.0,4382.909213,953603.0,90.0,25.99,21.51,100.06,Good,62.699343609275026,10.957451089535356
2024-2025,,ASSAM,CACHAR,1463489.0,248.742386459747,32.0,56.0,26230.0,8324.0,149327.375,13333.0,31732.0,3110.0,4776.985687501,56420.0,61763.0,145109.0,185380.0,39.0,343141.0,416163.0,61054.0,4517.4005308,801554.0,92.0,27.96,12.56,100.65,Good,42.28844702323535,10.940596708610189
2024-2025,,ASSAM,CHARAIDEO,499384.0,246.905650801145,27.0,75.0,2212.0,1927.0,7117.0,1248.0,13999.0,2091.0,2149.780294429,24590.0,31052.0,45567.0,76849.0,227.5,85317.0,131539.0,4139.0,1673.47712,389866.0,59.5,75.92,9.08,99.95,Good,53.40905095115862,10.11013580132114
2024-2025,,ASSAM,WEST KARBI ANGLONG,284766.0,247.631089830662,32.0,8.0,3064.0,5615.0,4830.0,1597.0,302289.0,41747.0,919.7889373,10889.0,13782.0,29387.0,57082.0,39.0,63631.0,114133.0,8679.0,875.06884,230868.0,92.0,48.31,3.69,99.53,Bad,46.183464034825796,9.295600215927006
2024-2025,,ASSAM,KOKRAJHAR,3301707.0,248.303468370599,40.0,163.5,26230.0,14102.0,49383.0,5677.0,460323.625,113522.125,8405.946894008124,89051.0,132448.0,150463.0,306408.0,227.5,246545.0,488604.0,50862.0,7185.215666187501,1536031.75,90.0,59.6,4.63,100.65,Good,61.02861546573648,11.396975747758134
2024-2025,,ASSAM,DARRANG,2600277.0,253.742855294282,39.0,76.0,10763.0,2893.0,59327.0,7299.0,8050.0,1035.0,8405.946894008124,64245.0,99641.0,143492.0,268111.0,227.5,219976.0,378878.0,13656.0,6510.237302,1278864.0,72.0,38.57,33.15,99.96,Good,65.23075244572135,11.070474744010092
2024-2025,,ASSAM,DHEMAJI,3301707.0,248.865245739205,47.0,163.5,26230.0,20358.0,149327.375,15337.0,460323.625,113522.125,8405.946894008124,89207.0,139020.75,133793.0,294964.0,227.5,195327.0,401020.0,61619.25,7185.215666187501,1536031.75,92.0,40.0,1.37,100.23,Good,68.49693078785832,11.398726000645198
2024-2025,,ASSAM,NAGAON,3301707.0,249.648085740442,35.0,163.5,26230.0,9680.0,149327.375,18692.0,104757.0,11612.0,8405.946894008124,102912.25,139020.75,220921.0,356351.0,227.5,378000.5,552650.0,38988.0,7185.215666187501,1536031.75,86.0,30.97,22.04,100.24,Good,58.444631686995116,11.541641679324568
2024-2025,,ASSAM,SIVASAGAR,1357218.0,250.412579010874,31.0,125.0,7709.0,5781.0,74270.0,8450.0,233911.0,14532.0,4295.292407945,42410.0,60452.0,84725.0,162258.0,227.5,125722.0,221631.0,13490.0,3393.17809,739932.0,77.0,45.38,17.65,100.0,Good,67.39075102209637,10.655163041535141
2024-2025,,ASSAM,CACHAR,1463489.0,249.331457354076,32.0,56.0,26230.0,8288.0,149327.375,13346.0,31747.0,3110.0,4823.517697501,56723.0,62102.0,145066.0,185342.0,40.0,343019.0,416024.0,61127.0,4563.9325408,807899.0,92.0,27.99,12.57,100.65,Good,42.29095181316487,10.945952680581236
2024-2025,,ASSAM,BAKSA,2342176.0,249.124956876914,39.0,111.0,26230.0,9906.0,100795.0,7019.0,460323.625,72276.0,6282.023763735,57297.0,71692.0,98057.0,159618.0,227.5,148623.0,231882.0,40706.0,5621.086122,1452596.0,93.0,33.66,1.01,100.34,Good,65.97700221365469,10.95602099807971
2024-2025,,ASSAM,NALBARI,1710051.0,249.749852336197,31.0,36.0,26230.0,4839.0,57990.0,7292.0,32286.0,4364.0,5162.499980763,52239.0,71869.0,118021.0,206082.0,158.0,176025.0,290629.0,31474.0,4097.2737,869387.0,83.0,36.84,19.3,99.99,Good,67.04786251952848,10.863603763950312
2024-2025,,ASSAM,JORHAT,1231660.0,249.241550624913,28.0,64.0,6635.0,3391.0,76867.0,8301.0,179330.0,11670.0,3836.773927791,45245.0,51725.0,89423.0,136217.0,227.5,171025.0,239543.0,10026.0,3263.9252793,840483.0,74.0,57.72,11.39,100.02,Good,52.28650782049408,10.719869547430703
2024-2025,,ASSAM,MAJULI,688187.0,248.364353425749,42.0,24.0,10235.0,2985.0,93767.0,5241.0,409646.0,22493.0,2254.41785471,18378.0,28061.0,27349.0,45373.0,227.5,32103.0,51288.0,13220.0,1919.925994,364167.0,90.0,17.59,6.92,100.01,Good,85.19141513254212,9.818963987465475
2024-2025,,ASSAM,GOALPARA,1515940.0,246.799433258762,34.0,77.0,24597.0,4724.0,39475.0,6885.0,381832.0,49879.0,4986.166085871,45326.0,66424.0,112789.0,226354.0,227.5,219318.0,391709.0,29321.0,3806.01746,807112.0,90.0,63.13,3.36,99.98,Good,51.42715144219808,10.721658160407951
2024-2025,,ASSAM,TINSUKIA,1513701.0,248.356765098355,29.0,67.0,10316.0,5220.0,26885.0,2915.0,160601.0,17654.0,4965.840393447,58860.0,71895.0,113303.0,182005.0,227.5,205853.0,293683.0,15536.0,4317.930718,1085638.0,72.0,68.42,7.47,100.03,Good,55.040732950212046,10.982934011109675
2024-2025,,ASSAM,KAMRUP (METRO),204742.0,247.952311788913,38.0,0.0,3621.0,1635.0,77791.0,8519.0,46257.0,10070.0,674.329896844,5909.0,7231.0,16948.0,35158.0,17.0,51318.0,95131.0,5256.0,563.36005,132035.0,92.0,24.66,3.71,100.65,Good,33.02544916013874,8.684401110400144
2024-2025,,ASSAM,UDALGURI,2928425.0,248.5246728041,40.0,61.0,26230.0,10724.0,123262.0,12015.0,460323.625,111877.0,8405.946894008124,75784.0,102966.0,146667.0,275951.0,227.5,233421.0,409173.0,57974.0,7185.215666187501,1536031.75,92.0,40.31,12.15,100.07,Good,62.83367820376059,11.235655662865756
2024-2025,,ASSAM,LAKHIMPUR,2541252.0,244.825660726121,29.0,77.0,25921.0,10318.0,88157.0,14997.0,460323.625,77103.0,4683.165285639,52984.0,82584.0,140075.0,291362.0,227.5,225867.0,436370.0,36239.0,3848.987453,835532.0,91.0,47.95,6.21,99.92,Good,62.01658498142712,10.877764133608936
2024-2025,,ASSAM,GOLAGHAT,2447181.0,244.969260029481,30.0,89.0,26230.0,8796.0,85523.0,13988.0,260080.0,31974.0,4322.201613977,44214.0,60639.0,133412.0,243873.0,227.5,216184.0,377906.0,36555.0,3260.604543,704773.0,91.0,20.6,19.38,100.04,Good,61.712245124523555,10.696819377009836
2024-2025,,ASSAM,TINSUKIA,1904236.0,241.2602478178,26.0,51.0,8000.0,5940.0,21019.0,2862.0,119034.0,17143.0,3325.032539927,47663.0,57954.0,109806.0,176448.0,188.0,203899.0,290484.0,13940.0,3021.28037,765555.0,72.0,64.98,6.47,100.06,Good,53.85313316887282,10.771931674953063
2024-2025,,ASSAM,KARIMGANJ,2558580.0,243.50684508575,28.0,39.0,26230.0,8372.0,149327.375,22619.0,19176.0,1755.0,4627.202186282,54439.0,64365.0,133744.0,178422.0,227.5,219702.0,275082.0,39802.0,3777.136947,724264.0,95.0,59.64,5.28,99.99,Good,60.87518547851181,10.904854456765403
2024-2025,,ASSAM,CACHAR,2094255.0,246.677800772965,30.0,44.0,26230.0,8100.0,118761.0,13311.0,24647.0,3080.0,3163.652902533,40357.0,43600.0,144098.0,184483.0,22.0,345830.0,419794.0,50346.0,3001.7555546,529000.0,92.0,20.02,6.76,100.65,Good,41.66729317872943,10.60554491922583
